cidade,uf,mes,ano,mes_ano,n_usuarios_internet,velocidade_media_mbps,n_dispositivos_conectados,indice_inovacao,investimento_publico_tecnologia,eventos_tecnologicos_realizados,startups_ativas,patentes_registradas
Porto Alegre,RS,10,2000,2000m10,49834,47.77,86563,0.932,909590.65,2,263,4
Curitiba,PR,11,2000,2000m11,50178,39.39,35655,0.563,549796.89,2,286,7
Salvador,BA,12,2000,2000m12,49982,40.13,23962,0.817,774725.33,2,111,4
Curitiba,PR,1,2001,2001m01,49902,45.67,16647,0.22,339140.07,3,161,6
Porto Alegre,RS,2,2001,2001m02,49702,67.95,82790,0.373,422205.4,3,123,3
Fortaleza,CE,3,2001,2001m03,50448,13.0,10102,0.961,824059.6,4,197,5
Belo Horizonte,MG,4,2001,2001m04,49572,80.15,51245,0.556,128347.1,2,64,5
Porto Alegre,RS,5,2001,2001m05,50047,49.99,95540,0.539,795256.85,4,16,6
Brasília,DF,6,2001,2001m06,49724,67.65,71824,0.241,406374.44,3,210,3
Salvador,BA,7,2001,2001m07,49789,31.56,67106,0.493,987915.91,3,176,1
Rio de Janeiro,RJ,8,2001,2001m08,49752,60.85,73797,0.168,939451.52,4,254,5
São Paulo,SP,9,2001,2001m09,50107,55.8,77608,0.733,581872.71,7,49,4
Brasília,DF,10,2001,2001m10,49909,58.46,36308,0.873,176238.61,3,85,6
Manaus,AM,11,2001,2001m11,49931,39.62,51369,0.774,739927.54,4,149,1
Manaus,AM,12,2001,2001m12,49962,44.26,10408,0.124,185390.21,6,134,5
Rio de Janeiro,RJ,1,2002,2002m01,49977,31.47,35575,0.562,199229.36,2,118,3
Rio de Janeiro,RJ,2,2002,2002m02,50168,61.46,40050,0.366,409607.67,3,100,12
Recife,PE,3,2002,2002m03,49816,70.14,56086,0.325,780159.22,4,251,8
Curitiba,PR,4,2002,2002m04,49926,54.23,45777,0.797,324958.64,2,112,7
Recife,PE,5,2002,2002m05,50352,9.81,66245,0.48,927601.19,3,185,4
Porto Alegre,RS,6,2002,2002m06,49691,70.35,90858,0.848,482308.02,2,243,4
Belo Horizonte,MG,7,2002,2002m07,50082,51.79,97840,0.406,772641.69,2,192,3
Salvador,BA,8,2002,2002m08,49723,10.18,52030,0.544,271686.0,2,208,5
Rio de Janeiro,RJ,9,2002,2002m09,50077,24.45,76235,0.32,395083.83,5,50,5
Curitiba,PR,10,2002,2002m10,50327,34.19,30990,0.399,474742.28,0,291,6
Salvador,BA,11,2002,2002m11,49738,49.99,89059,0.685,290331.4,5,198,5
Porto Alegre,RS,12,2002,2002m12,49829,34.68,16840,0.283,919173.6,5,176,4
Belo Horizonte,MG,1,2003,2003m01,50180,36.65,46838,0.998,901077.17,7,23,2
Brasília,DF,2,2003,2003m02,49898,63.71,74196,0.816,463837.0,2,143,3
Recife,PE,3,2003,2003m03,49681,67.81,30182,0.12,967866.28,1,114,4
Porto Alegre,RS,4,2003,2003m04,49707,64.24,10759,0.23,196055.55,4,213,5
Manaus,AM,5,2003,2003m05,50209,25.46,83859,0.673,103615.61,3,73,1
Recife,PE,6,2003,2003m06,49813,64.15,62715,0.174,819891.24,2,257,9
São Paulo,SP,7,2003,2003m07,50147,42.82,73765,0.006,293762.18,5,108,6
Recife,PE,8,2003,2003m08,50128,79.44,55262,0.649,786936.33,0,171,5
Porto Alegre,RS,9,2003,2003m09,49832,53.9,19693,0.234,755623.6,3,137,4
Rio de Janeiro,RJ,10,2003,2003m10,49770,68.25,68907,0.176,927929.37,0,102,4
Belo Horizonte,MG,11,2003,2003m11,50053,58.34,70457,0.678,312876.69,1,35,3
Porto Alegre,RS,12,2003,2003m12,49976,56.49,59623,0.408,961906.0,5,10,8
Rio de Janeiro,RJ,1,2004,2004m01,49740,44.48,63425,0.942,180397.03,2,136,8
Rio de Janeiro,RJ,2,2004,2004m02,50004,68.11,77307,0.266,853740.97,1,242,2
Recife,PE,3,2004,2004m03,50423,63.96,43996,0.246,459324.36,3,296,5
Belo Horizonte,MG,4,2004,2004m04,50130,45.03,54043,0.564,129218.89,2,77,4
Porto Alegre,RS,5,2004,2004m05,50137,43.39,81646,0.493,441910.19,6,132,4
Porto Alegre,RS,6,2004,2004m06,50048,39.31,88258,0.096,865524.94,3,181,4
Manaus,AM,7,2004,2004m07,49952,62.26,79367,0.607,624189.54,6,105,3
Curitiba,PR,8,2004,2004m08,50432,53.55,51257,0.74,102836.71,2,97,5
Salvador,BA,9,2004,2004m09,49969,54.31,95913,0.196,668180.09,5,143,3
Curitiba,PR,10,2004,2004m10,49703,44.59,39108,0.253,188460.77,5,77,2
Porto Alegre,RS,11,2004,2004m11,50289,71.87,15076,0.066,498620.76,4,92,3
Recife,PE,12,2004,2004m12,50058,27.67,79103,0.189,237008.72,3,24,6
Brasília,DF,1,2005,2005m01,49520,61.73,73670,0.385,689466.85,1,134,6
Porto Alegre,RS,2,2005,2005m02,50215,64.73,34677,0.67,953919.37,2,207,5
São Paulo,SP,3,2005,2005m03,49892,45.24,95283,0.508,121008.06,2,190,4
Rio de Janeiro,RJ,4,2005,2005m04,50023,28.25,85262,0.186,165309.7,4,87,5
Fortaleza,CE,5,2005,2005m05,49900,55.74,32193,0.114,797784.75,7,288,4
Porto Alegre,RS,6,2005,2005m06,50160,67.95,98649,0.495,189430.2,2,274,3
São Paulo,SP,7,2005,2005m07,49810,76.58,41551,0.956,914781.65,1,124,5
São Paulo,SP,8,2005,2005m08,49725,59.86,42482,0.315,874113.66,5,152,5
Salvador,BA,9,2005,2005m09,49999,40.79,85344,0.157,999202.02,2,26,3
Belo Horizonte,MG,10,2005,2005m10,50372,60.4,27409,0.827,293512.91,4,287,6
Porto Alegre,RS,11,2005,2005m11,50051,57.51,22249,0.287,789180.27,3,273,4
Belo Horizonte,MG,12,2005,2005m12,49735,,36704,0.107,700247.62,3,227,4
Brasília,DF,1,2006,2006m01,50001,36.73,98823,0.99,484820.11,2,231,1
Recife,PE,2,2006,2006m02,49574,58.98,42047,0.214,442503.7,3,104,5
Fortaleza,CE,3,2006,2006m03,49797,57.05,97998,0.348,775087.79,2,263,7
Recife,PE,4,2006,2006m04,49793,86.41,59001,0.193,426732.48,0,278,4
São Paulo,SP,5,2006,2006m05,50041,51.31,16831,0.951,127921.1,5,186,3
Rio de Janeiro,RJ,6,2006,2006m06,50190,75.43,65169,0.68,605706.56,4,13,8
Rio de Janeiro,RJ,7,2006,2006m07,50015,70.87,37627,0.739,893914.34,1,203,6
Belo Horizonte,MG,8,2006,2006m08,49937,50.75,86778,0.102,137019.83,1,90,5
Recife,PE,9,2006,2006m09,49742,68.56,57349,0.672,322314.67,4,277,6
São Paulo,SP,10,2006,2006m10,50278,38.25,64427,0.52,214488.71,3,57,7
Salvador,BA,11,2006,2006m11,49919,47.12,59064,0.477,303006.86,2,37,5
Manaus,AM,12,2006,2006m12,50093,41.96,75359,0.508,185765.83,3,102,3
Recife,PE,1,2007,2007m01,50144,47.64,42057,0.629,880632.76,2,111,8
Belo Horizonte,MG,2,2007,2007m02,49815,19.94,26722,0.083,275995.28,1,158,8
Fortaleza,CE,3,2007,2007m03,50212,76.99,50111,0.587,297831.93,3,299,6
Belo Horizonte,MG,4,2007,2007m04,50099,45.43,57007,0.486,614011.5,2,282,6
São Paulo,SP,5,2007,2007m05,49660,61.8,24407,0.369,730453.94,1,282,7
Porto Alegre,RS,6,2007,2007m06,50148,53.68,26570,0.552,832211.15,2,10,5
Salvador,BA,7,2007,2007m07,50242,45.93,60347,0.363,861458.14,1,23,7
São Paulo,SP,8,2007,2007m08,50109,30.84,87106,0.139,197997.14,3,292,4
Salvador,BA,9,2007,2007m09,49863,36.29,76541,0.065,308582.78,5,118,9
Curitiba,PR,10,2007,2007m10,49795,46.46,48498,0.123,199268.13,3,172,6
Curitiba,PR,11,2007,2007m11,49770,42.88,36379,0.656,836364.34,4,32,4
Rio de Janeiro,RJ,12,2007,2007m12,49950,35.39,32777,0.748,535437.77,2,41,4
Salvador,BA,1,2008,2008m01,50229,39.69,99196,0.672,736761.23,4,286,6
Recife,PE,2,2008,2008m02,49838,56.92,75119,0.008,575401.19,3,61,2
Fortaleza,CE,3,2008,2008m03,50057,63.15,25321,0.53,274982.96,4,182,8
Manaus,AM,4,2008,2008m04,50080,32.5,41397,0.013,263460.93,3,244,2
Belo Horizonte,MG,5,2008,2008m05,50033,36.8,58884,0.065,174036.26,8,211,6
Curitiba,PR,6,2008,2008m06,49864,53.23,78236,0.073,563097.79,3,177,4
Belo Horizonte,MG,7,2008,2008m07,50181,47.55,52211,0.106,179564.4,0,119,2
Belo Horizonte,MG,8,2008,2008m08,50287,44.51,36054,0.038,416054.3,1,137,4
Fortaleza,CE,9,2008,2008m09,50328,63.84,42751,0.064,610010.95,2,153,4
São Paulo,SP,10,2008,2008m10,49953,52.77,21042,0.724,826179.07,0,231,6
Belo Horizonte,MG,11,2008,2008m11,49845,25.65,92370,0.491,946769.23,1,175,3
Salvador,BA,12,2008,2008m12,50086,,36084,0.955,316938.27,2,241,7
Fortaleza,CE,1,2009,2009m01,49723,25.08,72804,0.561,418219.13,3,227,12
Curitiba,PR,2,2009,2009m02,49760,47.31,92909,0.97,351560.79,1,189,5
Porto Alegre,RS,3,2009,2009m03,49692,30.08,18410,0.3,159049.6,4,185,6
Belo Horizonte,MG,4,2009,2009m04,49849,23.58,77738,0.431,620108.6,5,134,8
Rio de Janeiro,RJ,5,2009,2009m05,50098,19.17,10778,0.637,788859.08,3,85,2
Fortaleza,CE,6,2009,2009m06,49794,79.77,45537,0.621,894414.49,3,138,4
São Paulo,SP,7,2009,2009m07,49720,29.52,95121,0.003,534945.07,5,166,7
Brasília,DF,8,2009,2009m08,50295,45.27,10199,0.502,284834.05,3,111,7
Curitiba,PR,9,2009,2009m09,50064,50.89,96871,0.442,843739.32,1,119,2
Curitiba,PR,10,2009,2009m10,49764,51.79,52936,0.213,741696.24,2,118,5
Brasília,DF,11,2009,2009m11,49948,59.31,14608,0.733,785166.42,3,230,7
Salvador,BA,12,2009,2009m12,50012,49.23,90435,0.785,194021.03,3,125,5
Porto Alegre,RS,1,2010,2010m01,49755,43.2,31103,0.611,523069.48,3,122,5
Curitiba,PR,2,2010,2010m02,49622,53.3,75966,0.411,110915.7,1,290,4
Curitiba,PR,3,2010,2010m03,49827,53.14,60402,0.345,942341.24,3,220,6
São Paulo,SP,4,2010,2010m04,49860,50.76,46305,0.145,536886.88,3,220,2
Curitiba,PR,5,2010,2010m05,50146,59.61,78897,0.637,211082.36,1,208,6
Fortaleza,CE,6,2010,2010m06,50042,40.61,10228,0.77,645233.6,4,194,7
Salvador,BA,7,2010,2010m07,50106,46.99,62590,0.128,829359.43,4,107,5
Porto Alegre,RS,8,2010,2010m08,50156,30.11,79398,0.378,275434.72,1,119,6
Rio de Janeiro,RJ,9,2010,2010m09,50060,46.33,59591,0.423,718441.15,3,156,3
Porto Alegre,RS,10,2010,2010m10,49998,40.43,11605,0.715,206844.65,1,150,3
Salvador,BA,11,2010,2010m11,49892,65.83,67534,0.091,690859.21,3,84,3
Recife,PE,12,2010,2010m12,49674,28.06,39385,0.252,730531.96,6,151,5
Fortaleza,CE,1,2011,2011m01,50153,42.87,18874,0.647,642441.91,5,230,7
Recife,PE,2,2011,2011m02,50124,42.14,28092,0.964,934216.32,5,97,1
Salvador,BA,3,2011,2011m03,49827,60.06,23211,0.755,509815.38,1,121,7
São Paulo,SP,4,2011,2011m04,50211,30.85,71790,0.728,537041.44,3,116,6
Rio de Janeiro,RJ,5,2011,2011m05,49847,50.06,47731,0.228,225948.79,4,130,5
Porto Alegre,RS,6,2011,2011m06,49910,51.18,87749,0.327,468035.01,2,190,4
Belo Horizonte,MG,7,2011,2011m07,50378,63.86,12720,0.285,789914.59,1,29,6
Manaus,AM,8,2011,2011m08,50509,37.18,97999,0.746,113839.19,5,76,3
Porto Alegre,RS,9,2011,2011m09,49774,30.39,68015,0.028,330759.86,1,254,5
São Paulo,SP,10,2011,2011m10,50294,57.13,83930,0.418,411478.52,5,66,1
Rio de Janeiro,RJ,11,2011,2011m11,50218,29.08,90515,0.773,997648.3,2,231,9
Manaus,AM,12,2011,2011m12,50126,42.16,40021,0.144,991082.16,7,272,5
Fortaleza,CE,1,2012,2012m01,49830,46.42,40367,0.943,562135.39,3,43,1
Salvador,BA,2,2012,2012m02,50474,59.24,70703,0.909,708970.08,2,151,9
Salvador,BA,3,2012,2012m03,50136,26.87,41910,0.971,456976.08,2,28,3
Fortaleza,CE,4,2012,2012m04,49769,45.56,36089,0.544,115796.56,4,50,6
Manaus,AM,5,2012,2012m05,50373,50.39,31736,0.146,426961.66,3,105,6
Recife,PE,6,2012,2012m06,50130,37.08,38153,0.763,183538.93,3,182,6
Rio de Janeiro,RJ,7,2012,2012m07,50398,44.64,27943,0.843,209954.95,2,91,6
Fortaleza,CE,8,2012,2012m08,50475,63.34,12041,0.079,274332.51,2,121,5
Manaus,AM,9,2012,2012m09,50279,42.39,94384,0.444,939935.88,2,188,7
Curitiba,PR,10,2012,2012m10,49882,44.54,91905,0.605,724894.05,2,124,5
Porto Alegre,RS,11,2012,2012m11,49814,63.28,53416,0.666,769429.29,5,14,7
São Paulo,SP,12,2012,2012m12,49606,46.73,69253,0.49,277590.86,3,285,5
Fortaleza,CE,1,2013,2013m01,49896,70.08,26840,0.05,802948.08,1,151,3
São Paulo,SP,2,2013,2013m02,49567,25.42,48935,0.591,541150.89,1,166,6
Recife,PE,3,2013,2013m03,50025,45.9,19797,0.092,875692.59,3,25,4
Recife,PE,4,2013,2013m04,49881,61.64,39749,0.074,424766.19,4,283,3
Curitiba,PR,5,2013,2013m05,50314,39.21,68148,0.085,274052.57,4,282,4
Salvador,BA,6,2013,2013m06,49816,46.48,11724,0.945,974210.94,2,149,6
Fortaleza,CE,7,2013,2013m07,50289,68.95,35456,0.689,805467.7,3,116,3
Rio de Janeiro,RJ,8,2013,2013m08,50296,38.38,14208,0.618,984505.84,2,86,3
Salvador,BA,9,2013,2013m09,50451,57.24,98103,0.734,898193.56,7,256,7
Manaus,AM,10,2013,2013m10,50183,61.2,79286,0.242,725231.0,4,41,7
Salvador,BA,11,2013,2013m11,49987,51.15,53782,0.314,445778.21,7,190,2
Rio de Janeiro,RJ,12,2013,2013m12,50184,50.6,30694,0.903,655914.64,3,65,9
Porto Alegre,RS,1,2014,2014m01,49950,34.63,76611,0.658,633552.03,4,59,2
Recife,PE,2,2014,2014m02,49821,60.97,97103,0.833,202900.62,2,116,6
Porto Alegre,RS,3,2014,2014m03,49906,31.18,80376,0.946,585023.56,0,189,3
Fortaleza,CE,4,2014,2014m04,49865,55.87,14116,0.45,746240.82,2,221,5
Salvador,BA,5,2014,2014m05,49436,42.22,30417,0.581,154096.2,2,195,6
Fortaleza,CE,6,2014,2014m06,49926,44.08,30762,0.307,805229.64,6,148,8
Porto Alegre,RS,7,2014,2014m07,50200,,89133,0.837,235030.27,5,227,6
Recife,PE,8,2014,2014m08,49948,57.49,96693,0.454,632008.02,1,64,7
Belo Horizonte,MG,9,2014,2014m09,50477,73.43,67686,0.719,110951.71,10,11,7
Curitiba,PR,10,2014,2014m10,50072,51.67,22898,0.566,589332.74,2,36,4
Fortaleza,CE,11,2014,2014m11,50467,39.2,67125,0.531,146017.62,1,150,5
Fortaleza,CE,12,2014,2014m12,50069,28.41,77550,0.157,116034.58,2,266,7
Belo Horizonte,MG,1,2015,2015m01,49815,67.4,38529,0.723,620790.75,5,256,8
Manaus,AM,2,2015,2015m02,49806,52.63,35160,0.052,292440.12,1,199,7
Manaus,AM,3,2015,2015m03,50194,46.53,23011,0.779,612712.36,2,135,7
Porto Alegre,RS,4,2015,2015m04,50310,50.88,96432,0.922,701589.43,2,217,3
Fortaleza,CE,5,2015,2015m05,49934,61.5,15303,0.8,550098.97,4,218,3
Recife,PE,6,2015,2015m06,50129,43.85,15356,0.192,192556.43,3,121,3
São Paulo,SP,7,2015,2015m07,50227,40.01,95599,0.306,777085.03,3,130,4
Porto Alegre,RS,8,2015,2015m08,49809,30.35,51042,0.21,445391.25,1,25,5
Porto Alegre,RS,9,2015,2015m09,50059,33.81,75105,0.232,753334.87,1,84,6
Curitiba,PR,10,2015,2015m10,49643,44.83,74762,0.814,665003.04,2,66,3
Fortaleza,CE,11,2015,2015m11,49842,66.12,99046,0.063,389815.98,3,218,5
Manaus,AM,12,2015,2015m12,50318,42.37,15561,0.469,954752.55,3,18,6
Manaus,AM,1,2016,2016m01,50279,53.91,58736,0.595,652071.04,5,50,7
Salvador,BA,2,2016,2016m02,50101,66.87,75841,0.949,275762.83,3,77,7
Brasília,DF,3,2016,2016m03,49633,55.73,84707,0.652,310624.6,2,62,8
Brasília,DF,4,2016,2016m04,49918,79.61,42275,0.705,329663.39,4,195,7
Brasília,DF,5,2016,2016m05,50149,51.02,26847,0.545,844143.55,4,217,3
Curitiba,PR,6,2016,2016m06,49618,47.65,46860,0.37,716063.99,1,264,9
Recife,PE,7,2016,2016m07,50120,44.27,21343,0.353,189213.82,2,114,6
Brasília,DF,8,2016,2016m08,50265,79.88,44378,0.703,528649.4,5,95,0
Belo Horizonte,MG,9,2016,2016m09,49988,68.29,21041,0.369,715075.5,2,221,6
Rio de Janeiro,RJ,10,2016,2016m10,50236,28.11,75805,0.67,564178.59,5,180,3
Porto Alegre,RS,11,2016,2016m11,50116,81.65,49699,0.547,261105.36,3,202,2
Recife,PE,12,2016,2016m12,49843,57.47,56118,0.555,228904.64,4,78,7
Manaus,AM,1,2017,2017m01,50210,51.94,52252,0.326,982153.42,5,116,6
Salvador,BA,2,2017,2017m02,50264,57.77,63444,0.2,307591.35,1,32,4
Rio de Janeiro,RJ,3,2017,2017m03,50138,35.62,53628,0.033,137111.81,2,41,3
Curitiba,PR,4,2017,2017m04,50130,52.95,44491,0.266,485115.05,1,22,7
Porto Alegre,RS,5,2017,2017m05,50076,45.37,13625,0.566,864350.65,1,45,2
Curitiba,PR,6,2017,2017m06,49746,44.59,11021,0.831,700511.06,3,61,4
Curitiba,PR,7,2017,2017m07,50292,64.38,72874,0.802,303539.52,2,148,6
Belo Horizonte,MG,8,2017,2017m08,50237,46.03,79242,0.766,468395.85,5,66,1
São Paulo,SP,9,2017,2017m09,49893,51.49,32460,0.174,634333.6,3,280,4
São Paulo,SP,10,2017,2017m10,49749,54.92,21726,0.681,655616.59,1,262,5
Curitiba,PR,11,2017,2017m11,50244,64.15,77414,0.231,699678.12,4,75,4
Brasília,DF,12,2017,2017m12,50075,69.02,51390,0.33,725159.97,2,120,3
Manaus,AM,1,2018,2018m01,50085,50.22,75210,0.741,162023.82,6,19,11
Rio de Janeiro,RJ,2,2018,2018m02,50086,44.33,75044,0.3,208481.98,4,92,3
Brasília,DF,3,2018,2018m03,50194,78.56,70799,0.627,271028.45,2,235,4
Fortaleza,CE,4,2018,2018m04,50178,11.3,51085,0.676,335039.36,0,67,3
Manaus,AM,5,2018,2018m05,50613,63.01,86393,0.966,422852.95,1,41,6
Curitiba,PR,6,2018,2018m06,50085,47.84,65048,0.16,764932.31,1,104,4
Fortaleza,CE,7,2018,2018m07,49666,58.56,21690,0.179,710115.36,5,278,6
Brasília,DF,8,2018,2018m08,50123,,28197,0.459,971417.68,2,298,7
Fortaleza,CE,9,2018,2018m09,49869,69.22,78400,0.526,588836.7,0,160,8
Curitiba,PR,10,2018,2018m10,49575,56.29,37374,0.385,393604.21,2,155,9
Belo Horizonte,MG,11,2018,2018m11,49900,28.69,64754,0.637,691909.88,2,258,3
São Paulo,SP,12,2018,2018m12,50169,28.01,50039,0.595,577419.87,10,95,8
Rio de Janeiro,RJ,1,2019,2019m01,50176,46.77,75355,0.661,414241.83,2,137,7
Fortaleza,CE,2,2019,2019m02,49993,59.11,60746,0.902,221625.72,3,131,3
Curitiba,PR,3,2019,2019m03,50120,69.61,36122,0.147,222394.41,4,227,4
Belo Horizonte,MG,4,2019,2019m04,49953,39.96,68173,0.816,393623.03,5,222,3
Recife,PE,5,2019,2019m05,49752,16.83,92199,0.603,469310.11,5,118,6
Brasília,DF,6,2019,2019m06,50127,56.47,46413,0.882,926018.21,5,267,5
São Paulo,SP,7,2019,2019m07,49621,50.64,55362,0.016,477057.39,2,49,5
Recife,PE,8,2019,2019m08,50100,52.15,65115,0.831,486968.81,3,154,5
Curitiba,PR,9,2019,2019m09,50513,33.48,61978,0.212,599198.83,4,246,3
Rio de Janeiro,RJ,10,2019,2019m10,49957,67.89,58249,0.95,501970.01,8,156,4
Brasília,DF,11,2019,2019m11,49949,37.76,74133,0.319,460994.72,3,272,4
Belo Horizonte,MG,12,2019,2019m12,49935,54.62,60089,0.718,842199.72,0,48,6
Brasília,DF,1,2020,2020m01,50328,54.14,77853,0.811,655903.86,3,169,4
Recife,PE,2,2020,2020m02,49800,58.25,49853,0.924,656740.06,1,11,12
Recife,PE,3,2020,2020m03,50098,38.83,25993,0.201,434889.06,3,78,6
Manaus,AM,4,2020,2020m04,50282,36.15,11681,0.62,464529.47,2,248,5
Salvador,BA,5,2020,2020m05,50678,62.8,90097,0.035,618179.89,3,29,4
Brasília,DF,6,2020,2020m06,50287,58.29,95190,0.059,126419.79,3,121,4
Manaus,AM,7,2020,2020m07,50187,55.03,82258,0.415,600937.71,3,29,5
Recife,PE,8,2020,2020m08,50178,66.89,86329,0.694,102257.98,2,218,6
Fortaleza,CE,9,2020,2020m09,49712,55.13,39954,0.654,976247.07,2,154,10
Recife,PE,10,2020,2020m10,50387,44.45,87434,0.468,793627.54,1,253,7
Brasília,DF,11,2020,2020m11,50209,57.77,55066,0.603,495682.79,1,282,3
Belo Horizonte,MG,12,2020,2020m12,49692,56.76,83301,0.62,474415.01,6,157,5
Brasília,DF,1,2021,2021m01,50122,57.13,79002,0.839,810930.83,3,107,7
Brasília,DF,2,2021,2021m02,49788,36.75,30411,0.888,789692.43,3,22,3
Porto Alegre,RS,3,2021,2021m03,49563,35.31,73820,0.382,413553.55,2,274,7
Curitiba,PR,4,2021,2021m04,49845,63.2,21021,0.065,644828.13,1,89,5
Porto Alegre,RS,5,2021,2021m05,49875,47.77,76867,0.24,914417.68,2,69,2
Recife,PE,6,2021,2021m06,49931,20.85,62018,0.096,953972.63,1,195,5
Brasília,DF,7,2021,2021m07,50064,29.43,76373,0.792,927941.65,2,183,7
Curitiba,PR,8,2021,2021m08,50128,30.22,98400,0.06,175420.55,4,71,3
Porto Alegre,RS,9,2021,2021m09,50194,66.01,82874,0.467,682679.85,1,88,3
Brasília,DF,10,2021,2021m10,49988,49.27,34781,0.542,313066.55,0,299,4
Rio de Janeiro,RJ,11,2021,2021m11,49727,,27984,0.83,619758.42,3,143,3
Porto Alegre,RS,12,2021,2021m12,50076,44.7,45575,0.701,131065.97,5,193,5
Curitiba,PR,1,2022,2022m01,50038,34.12,87199,0.599,880195.9,2,130,11
Porto Alegre,RS,2,2022,2022m02,49887,61.4,52183,0.581,804101.99,7,43,2
Salvador,BA,3,2022,2022m03,49635,59.78,37410,0.471,344478.53,0,120,7
Salvador,BA,4,2022,2022m04,49341,39.43,73044,0.899,630949.9,2,85,1
Recife,PE,5,2022,2022m05,49934,71.03,20981,0.178,972182.12,1,263,4
Rio de Janeiro,RJ,6,2022,2022m06,50043,61.17,10722,0.964,958931.99,2,226,3
Belo Horizonte,MG,7,2022,2022m07,50212,37.19,78589,0.604,738633.37,3,137,7
Belo Horizonte,MG,8,2022,2022m08,49756,45.69,35191,0.238,316041.31,0,140,2
Curitiba,PR,9,2022,2022m09,50088,44.48,34686,0.732,646166.39,3,252,9
Fortaleza,CE,10,2022,2022m10,49504,54.69,62466,0.374,530921.95,3,283,7
Belo Horizonte,MG,11,2022,2022m11,50139,28.57,39256,0.101,691528.15,0,17,3
Curitiba,PR,12,2022,2022m12,50142,39.42,82500,0.082,901083.77,2,104,6
Rio de Janeiro,RJ,1,2023,2023m01,49896,61.92,29500,0.564,749262.49,5,270,6
Fortaleza,CE,2,2023,2023m02,49615,26.2,45561,0.643,111907.53,3,146,5
Fortaleza,CE,3,2023,2023m03,50030,47.03,65590,0.329,472691.78,4,145,6
Salvador,BA,4,2023,2023m04,49970,31.61,82170,0.693,180728.44,3,43,4
Recife,PE,5,2023,2023m05,50016,63.7,25242,0.269,154297.32,4,29,5
Brasília,DF,6,2023,2023m06,49619,55.15,78459,0.345,270253.35,1,36,2
Fortaleza,CE,7,2023,2023m07,49828,27.98,72902,0.228,896712.01,2,299,3
São Paulo,SP,8,2023,2023m08,50292,34.36,13716,0.634,833804.31,2,136,2
Curitiba,PR,9,2023,2023m09,49771,50.21,23150,0.49,593224.75,7,128,3
Fortaleza,CE,10,2023,2023m10,50103,15.39,40014,0.15,852769.56,2,238,8
Fortaleza,CE,11,2023,2023m11,50035,33.5,16496,0.974,910308.83,3,277,11
Manaus,AM,12,2023,2023m12,49787,,57349,0.896,177633.07,1,195,5
São Paulo,SP,1,2024,2024m01,49591,69.27,58730,0.783,913716.01,1,196,8
Manaus,AM,2,2024,2024m02,49836,41.35,39250,0.096,119961.52,3,202,2
Fortaleza,CE,3,2024,2024m03,50287,59.89,87642,0.437,857546.74,4,261,2
Brasília,DF,4,2024,2024m04,50164,42.91,77745,0.519,618622.21,3,29,5
São Paulo,SP,5,2024,2024m05,49900,61.17,38733,0.945,122209.02,2,257,4
Salvador,BA,6,2024,2024m06,50285,26.72,47043,0.361,426226.21,5,147,5
Porto Alegre,RS,7,2024,2024m07,49961,39.15,39832,0.67,191801.8,2,207,6
Fortaleza,CE,8,2024,2024m08,49992,48.36,42335,0.554,567539.61,1,286,7
Fortaleza,CE,9,2024,2024m09,50340,52.67,94810,0.81,467108.64,2,89,4
Recife,PE,10,2024,2024m10,49851,54.86,78080,0.111,266298.99,5,98,7
Recife,PE,11,2024,2024m11,50365,52.89,74384,0.826,824504.35,3,108,3
Manaus,AM,12,2024,2024m12,50079,57.59,23385,0.652,607741.8,2,51,8
Curitiba,PR,1,2000,2000m01,50157,49.83,92222,0.11,791687.65,4,204,3
Brasília,DF,2,2000,2000m02,50144,52.61,69591,0.745,428322.43,2,82,5
Curitiba,PR,3,2000,2000m03,49768,34.8,64994,0.333,543129.76,2,153,6
Porto Alegre,RS,4,2000,2000m04,50269,25.73,45568,0.08,319856.67,3,298,4
Fortaleza,CE,5,2000,2000m05,49828,,26576,0.44,105006.78,5,101,6
Brasília,DF,6,2000,2000m06,49965,,58662,0.176,954617.6,7,293,6
São Paulo,SP,7,2000,2000m07,49909,53.37,40072,0.272,893225.53,2,278,4
Fortaleza,CE,8,2000,2000m08,49752,64.09,92212,0.998,170563.21,0,28,4
Salvador,BA,9,2000,2000m09,50102,35.78,96592,0.151,275298.26,1,207,5
Fortaleza,CE,10,2000,2000m10,50189,65.13,47515,0.381,744953.91,5,50,6
Belo Horizonte,MG,11,2000,2000m11,49819,56.78,57329,0.662,342283.19,2,22,8
Brasília,DF,12,2000,2000m12,49758,41.69,35731,0.975,710337.88,2,224,3
Belo Horizonte,MG,1,2001,2001m01,49894,44.76,36988,0.374,349744.47,1,190,4
Manaus,AM,2,2001,2001m02,49956,66.73,89752,0.213,311852.46,3,115,5
Recife,PE,3,2001,2001m03,50075,15.14,96493,0.406,216581.67,2,132,2
São Paulo,SP,4,2001,2001m04,49755,66.67,11544,0.16,242525.74,2,296,3
Fortaleza,CE,5,2001,2001m05,50106,63.44,44222,0.986,871892.42,8,31,8
Manaus,AM,6,2001,2001m06,50257,41.16,26238,0.475,918605.24,2,48,4
Manaus,AM,7,2001,2001m07,50054,,99377,0.661,715011.91,3,122,6
São Paulo,SP,8,2001,2001m08,49793,,79573,0.358,764631.55,4,104,4
Rio de Janeiro,RJ,9,2001,2001m09,49846,30.35,91191,0.26,935544.12,4,245,8
